Lv,ATK_Base,ATK_Pow,HP_Base,HP_Pow,DEF_Base,DEF_Pow,HPREC_Base,HPREC_Pow,CR_Base,CR_Pow,ATKT_Base,ATKT_Pow,OFFT,GOLDR,ATKR,OFFA,ATKSP,RCD,UCR_Base,UCR_Pow,ATKB,CD,DEFR,IGNDEF_Base,IGNDEF_Pow
23975,3.911243993,156,,,,,,,,,,,,,,,,,,,,,,,
23976,3.930800213,156,,,,,,,,,,,,,,,,,,,,,,,
23977,3.950454214,156,,,,,,,,,,,,,,,,,,,,,,,
23978,3.970206485,156,,,,,,,,,,,,,,,,,,,,,,,
23979,3.990057518,156,,,,,,,,,,,,,,,,,,,,,,,
23980,4.010007805,156,,,,,,,,,,,,,,,,,,,,,,,
23981,4.030057845,156,,,,,,,,,,,,,,,,,,,,,,,
23982,4.050208134,156,,,,,,,,,,,,,,,,,,,,,,,
23983,4.070459174,156,,,,,,,,,,,,,,,,,,,,,,,
23984,4.09081147,156,,,,,,,,,,,,,,,,,,,,,,,
23985,4.111265528,156,,,,,,,,,,,,,,,,,,,,,,,
23986,4.131821855,156,,,,,,,,,,,,,,,,,,,,,,,
23987,4.152480965,156,,,,,,,,,,,,,,,,,,,,,,,
23988,4.173243369,156,,,,,,,,,,,,,,,,,,,,,,,
23989,4.194109586,156,,,,,,,,,,,,,,,,,,,,,,,
23990,4.215080134,156,,,,,,,,,,,,,,,,,,,,,,,
23991,4.236155535,156,,,,,,,,,,,,,,,,,,,,,,,
23992,4.257336312,156,,,,,,,,,,,,,,,,,,,,,,,
23993,4.278622994,156,,,,,,,,,,,,,,,,,,,,,,,
23994,4.300016109,156,,,,,,,,,,,,,,,,,,,,,,,
23995,4.32151619,156,,,,,,,,,,,,,,,,,,,,,,,
23996,4.343123771,156,,,,,,,,,,,,,,,,,,,,,,,
23997,4.364839389,156,,,,,,,,,,,,,,,,,,,,,,,
23998,4.386663586,156,,,,,,,,,,,,,,,,,,,,,,,
23999,4.408596904,156,,,,,,,,,,,,,,,,,,,,,,,
24000,4.430639889,156,,,,,,,,,,,,,,,,,,,,,,,
24001,4.452793088,156,,,,,,,,,,,,,,,,,,,,,,,
24002,4.475057054,156,,,,,,,,,,,,,,,,,,,,,,,
24003,4.497432339,156,,,,,,,,,,,,,,,,,,,,,,,
24004,4.519919501,156,,,,,,,,,,,,,,,,,,,,,,,
24005,4.542519098,156,,,,,,,,,,,,,,,,,,,,,,,
24006,4.565231694,156,,,,,,,,,,,,,,,,,,,,,,,
24007,4.588057852,156,,,,,,,,,,,,,,,,,,,,,,,
24008,4.610998141,156,,,,,,,,,,,,,,,,,,,,,,,
24009,4.634053132,156,,,,,,,,,,,,,,,,,,,,,,,
24010,4.657223398,156,,,,,,,,,,,,,,,,,,,,,,,
24011,4.680509515,156,,,,,,,,,,,,,,,,,,,,,,,
24012,4.703912062,156,,,,,,,,,,,,,,,,,,,,,,,
24013,4.727431623,156,,,,,,,,,,,,,,,,,,,,,,,
24014,4.751068781,156,,,,,,,,,,,,,,,,,,,,,,,
24015,4.774824125,156,,,,,,,,,,,,,,,,,,,,,,,
24016,4.798698245,156,,,,,,,,,,,,,,,,,,,,,,,
24017,4.822691736,156,,,,,,,,,,,,,,,,,,,,,,,
24018,4.846805195,156,,,,,,,,,,,,,,,,,,,,,,,
24019,4.871039221,156,,,,,,,,,,,,,,,,,,,,,,,
24020,4.895394417,156,,,,,,,,,,,,,,,,,,,,,,,
24021,4.919871389,156,,,,,,,,,,,,,,,,,,,,,,,
24022,4.944470746,156,,,,,,,,,,,,,,,,,,,,,,,
24023,4.9691931,156,,,,,,,,,,,,,,,,,,,,,,,
24024,4.994039065,156,,,,,,,,,,,,,,,,,,,,,,,
24025,5.019009261,156,,,,,,,,,,,,,,,,,,,,,,,
24026,5.044104307,156,,,,,,,,,,,,,,,,,,,,,,,
24027,5.069324829,156,,,,,,,,,,,,,,,,,,,,,,,
24028,5.094671453,156,,,,,,,,,,,,,,,,,,,,,,,
24029,5.12014481,156,,,,,,,,,,,,,,,,,,,,,,,
24030,5.145745534,156,,,,,,,,,,,,,,,,,,,,,,,
24031,5.171474262,156,,,,,,,,,,,,,,,,,,,,,,,
24032,5.197331633,156,,,,,,,,,,,,,,,,,,,,,,,
24033,5.223318291,156,,,,,,,,,,,,,,,,,,,,,,,
24034,5.249434883,156,,,,,,,,,,,,,,,,,,,,,,,
24035,5.275682057,156,,,,,,,,,,,,,,,,,,,,,,,
24036,5.302060467,156,,,,,,,,,,,,,,,,,,,,,,,
24037,5.32857077,156,,,,,,,,,,,,,,,,,,,,,,,
24038,5.355213624,156,,,,,,,,,,,,,,,,,,,,,,,
24039,5.381989692,156,,,,,,,,,,,,,,,,,,,,,,,
24040,5.40889964,156,,,,,,,,,,,,,,,,,,,,,,,
24041,5.435944138,156,,,,,,,,,,,,,,,,,,,,,,,
24042,5.463123859,156,,,,,,,,,,,,,,,,,,,,,,,
24043,5.490439478,156,,,,,,,,,,,,,,,,,,,,,,,
24044,5.517891676,156,,,,,,,,,,,,,,,,,,,,,,,
24045,5.545481134,156,,,,,,,,,,,,,,,,,,,,,,,
24046,5.57320854,156,,,,,,,,,,,,,,,,,,,,,,,
24047,5.601074582,156,,,,,,,,,,,,,,,,,,,,,,,
24048,5.629079955,156,,,,,,,,,,,,,,,,,,,,,,,
24049,5.657225355,156,,,,,,,,,,,,,,,,,,,,,,,
24050,5.685511482,156,,,,,,,,,,,,,,,,,,,,,,,
24051,5.713939039,156,,,,,,,,,,,,,,,,,,,,,,,
24052,5.742508735,156,,,,,,,,,,,,,,,,,,,,,,,
24053,5.771221278,156,,,,,,,,,,,,,,,,,,,,,,,
24054,5.800077385,156,,,,,,,,,,,,,,,,,,,,,,,
24055,5.829077772,156,,,,,,,,,,,,,,,,,,,,,,,
24056,5.85822316,156,,,,,,,,,,,,,,,,,,,,,,,
24057,5.887514276,156,,,,,,,,,,,,,,,,,,,,,,,
24058,5.916951848,156,,,,,,,,,,,,,,,,,,,,,,,
24059,5.946536607,156,,,,,,,,,,,,,,,,,,,,,,,
24060,5.97626929,156,,,,,,,,,,,,,,,,,,,,,,,
24061,6.006150636,156,,,,,,,,,,,,,,,,,,,,,,,
24062,6.036181389,156,,,,,,,,,,,,,,,,,,,,,,,
24063,6.066362296,156,,,,,,,,,,,,,,,,,,,,,,,
24064,6.096694108,156,,,,,,,,,,,,,,,,,,,,,,,
24065,6.127177578,156,,,,,,,,,,,,,,,,,,,,,,,
24066,6.157813466,156,,,,,,,,,,,,,,,,,,,,,,,
24067,6.188602534,156,,,,,,,,,,,,,,,,,,,,,,,
24068,6.219545546,156,,,,,,,,,,,,,,,,,,,,,,,
24069,6.250643274,156,,,,,,,,,,,,,,,,,,,,,,,
24070,6.28189649,156,,,,,,,,,,,,,,,,,,,,,,,
24071,6.313305973,156,,,,,,,,,,,,,,,,,,,,,,,
24072,6.344872503,156,,,,,,,,,,,,,,,,,,,,,,,
24073,6.376596865,156,,,,,,,,,,,,,,,,,,,,,,,
24074,6.40847985,156,,,,,,,,,,,,,,,,,,,,,,,
24075,6.440522249,156,,,,,,,,,,,,,,,,,,,,,,,
24076,6.47272486,156,,,,,,,,,,,,,,,,,,,,,,,
24077,6.505088484,156,,,,,,,,,,,,,,,,,,,,,,,
24078,6.537613927,156,,,,,,,,,,,,,,,,,,,,,,,
24079,6.570301996,156,,,,,,,,,,,,,,,,,,,,,,,
24080,6.603153506,156,,,,,,,,,,,,,,,,,,,,,,,
24081,6.636169274,156,,,,,,,,,,,,,,,,,,,,,,,
24082,6.66935012,156,,,,,,,,,,,,,,,,,,,,,,,
24083,6.702696871,156,,,,,,,,,,,,,,,,,,,,,,,
24084,6.736210355,156,,,,,,,,,,,,,,,,,,,,,,,
24085,6.769891407,156,,,,,,,,,,,,,,,,,,,,,,,
24086,6.803740864,156,,,,,,,,,,,,,,,,,,,,,,,
24087,6.837759568,156,,,,,,,,,,,,,,,,,,,,,,,
24088,6.871948366,156,,,,,,,,,,,,,,,,,,,,,,,
24089,6.906308108,156,,,,,,,,,,,,,,,,,,,,,,,
24090,6.940839649,156,,,,,,,,,,,,,,,,,,,,,,,
24091,6.975543847,156,,,,,,,,,,,,,,,,,,,,,,,
24092,7.010421566,156,,,,,,,,,,,,,,,,,,,,,,,
24093,7.045473674,156,,,,,,,,,,,,,,,,,,,,,,,
24094,7.080701042,156,,,,,,,,,,,,,,,,,,,,,,,
24095,7.116104548,156,,,,,,,,,,,,,,,,,,,,,,,
24096,7.15168507,156,,,,,,,,,,,,,,,,,,,,,,,
24097,7.187443496,156,,,,,,,,,,,,,,,,,,,,,,,
24098,7.223380713,156,,,,,,,,,,,,,,,,,,,,,,,
24099,7.259497617,156,,,,,,,,,,,,,,,,,,,,,,,
24100,7.295795105,156,,,,,,,,,,,,,,,,,,,,,,,
24101,7.33227408,156,,,,,,,,,,,,,,,,,,,,,,,
24102,7.368935451,156,,,,,,,,,,,,,,,,,,,,,,,
24103,7.405780128,156,,,,,,,,,,,,,,,,,,,,,,,
24104,7.442809029,156,,,,,,,,,,,,,,,,,,,,,,,
24105,7.480023074,156,,,,,,,,,,,,,,,,,,,,,,,
24106,7.517423189,156,,,,,,,,,,,,,,,,,,,,,,,
24107,7.555010305,156,,,,,,,,,,,,,,,,,,,,,,,
24108,7.592785357,156,,,,,,,,,,,,,,,,,,,,,,,
24109,7.630749283,156,,,,,,,,,,,,,,,,,,,,,,,
24110,7.66890303,156,,,,,,,,,,,,,,,,,,,,,,,
24111,7.707247545,156,,,,,,,,,,,,,,,,,,,,,,,
24112,7.745783783,156,,,,,,,,,,,,,,,,,,,,,,,
24113,7.784512702,156,,,,,,,,,,,,,,,,,,,,,,,
24114,7.823435265,156,,,,,,,,,,,,,,,,,,,,,,,
24115,7.862552441,156,,,,,,,,,,,,,,,,,,,,,,,
24116,7.901865204,156,,,,,,,,,,,,,,,,,,,,,,,
24117,7.94137453,156,,,,,,,,,,,,,,,,,,,,,,,
24118,7.981081402,156,,,,,,,,,,,,,,,,,,,,,,,
24119,8.020986809,156,,,,,,,,,,,,,,,,,,,,,,,
24120,8.061091743,156,,,,,,,,,,,,,,,,,,,,,,,
24121,8.101397202,156,,,,,,,,,,,,,,,,,,,,,,,
24122,8.141904188,156,,,,,,,,,,,,,,,,,,,,,,,
24123,8.182613709,156,,,,,,,,,,,,,,,,,,,,,,,
24124,8.223526777,156,,,,,,,,,,,,,,,,,,,,,,,
24125,8.264644411,156,,,,,,,,,,,,,,,,,,,,,,,
24126,8.305967633,156,,,,,,,,,,,,,,,,,,,,,,,
24127,8.347497472,156,,,,,,,,,,,,,,,,,,,,,,,
24128,8.389234959,156,,,,,,,,,,,,,,,,,,,,,,,
24129,8.431181134,156,,,,,,,,,,,,,,,,,,,,,,,
24130,8.473337039,156,,,,,,,,,,,,,,,,,,,,,,,
24131,8.515703725,156,,,,,,,,,,,,,,,,,,,,,,,
24132,8.558282243,156,,,,,,,,,,,,,,,,,,,,,,,
24133,8.601073654,156,,,,,,,,,,,,,,,,,,,,,,,
24134,8.644079023,156,,,,,,,,,,,,,,,,,,,,,,,
24135,8.687299418,156,,,,,,,,,,,,,,,,,,,,,,,
24136,8.730735915,156,,,,,,,,,,,,,,,,,,,,,,,
24137,8.774389595,156,,,,,,,,,,,,,,,,,,,,,,,
24138,8.818261542,156,,,,,,,,,,,,,,,,,,,,,,,
24139,8.86235285,156,,,,,,,,,,,,,,,,,,,,,,,
24140,8.906664614,156,,,,,,,,,,,,,,,,,,,,,,,
24141,8.951197938,156,,,,,,,,,,,,,,,,,,,,,,,
24142,8.995953927,156,,,,,,,,,,,,,,,,,,,,,,,
24143,9.040933697,156,,,,,,,,,,,,,,,,,,,,,,,
24144,9.086138365,156,,,,,,,,,,,,,,,,,,,,,,,
24145,9.131569057,156,,,,,,,,,,,,,,,,,,,,,,,
24146,9.177226902,156,,,,,,,,,,,,,,,,,,,,,,,
24147,9.223113037,156,,,,,,,,,,,,,,,,,,,,,,,
24148,9.269228602,156,,,,,,,,,,,,,,,,,,,,,,,
24149,9.315574745,156,,,,,,,,,,,,,,,,,,,,,,,
24150,9.362152619,156,,,,,,,,,,,,,,,,,,,,,,,
24151,9.408963382,156,,,,,,,,,,,,,,,,,,,,,,,
24152,9.456008199,156,,,,,,,,,,,,,,,,,,,,,,,
24153,9.50328824,156,,,,,,,,,,,,,,,,,,,,,,,
24154,9.550804681,156,,,,,,,,,,,,,,,,,,,,,,,
24155,9.598558704,156,,,,,,,,,,,,,,,,,,,,,,,
24156,9.646551498,156,,,,,,,,,,,,,,,,,,,,,,,
24157,9.694784255,156,,,,,,,,,,,,,,,,,,,,,,,
24158,9.743258177,156,,,,,,,,,,,,,,,,,,,,,,,
24159,9.791974468,156,,,,,,,,,,,,,,,,,,,,,,,
24160,9.84093434,156,,,,,,,,,,,,,,,,,,,,,,,
24161,9.890139012,156,,,,,,,,,,,,,,,,,,,,,,,
24162,9.939589707,156,,,,,,,,,,,,,,,,,,,,,,,
24163,9.989287655,156,,,,,,,,,,,,,,,,,,,,,,,
24164,1.003923409,157,,,,,,,,,,,,,,,,,,,,,,,
24165,1.008943026,157,,,,,,,,,,,,,,,,,,,,,,,
24166,1.013987742,157,,,,,,,,,,,,,,,,,,,,,,,
24167,1.01905768,157,,,,,,,,,,,,,,,,,,,,,,,
24168,1.024152969,157,,,,,,,,,,,,,,,,,,,,,,,
24169,1.029273733,157,,,,,,,,,,,,,,,,,,,,,,,
24170,1.034420102,157,,,,,,,,,,,,,,,,,,,,,,,
24171,1.039592203,157,,,,,,,,,,,,,,,,,,,,,,,
24172,1.044790164,157,,,,,,,,,,,,,,,,,,,,,,,
24173,1.050014114,157,,,,,,,,,,,,,,,,,,,,,,,
24174,1.055264185,157,,,,,,,,,,,,,,,,,,,,,,,
24175,1.060540506,157,,,,,,,,,,,,,,,,,,,,,,,
24176,1.065843209,157,,,,,,,,,,,,,,,,,,,,,,,
24177,1.071172425,157,,,,,,,,,,,,,,,,,,,,,,,
24178,1.076528287,157,,,,,,,,,,,,,,,,,,,,,,,
24179,1.081910928,157,,,,,,,,,,,,,,,,,,,,,,,
24180,1.087320483,157,,,,,,,,,,,,,,,,,,,,,,,
24181,1.092757085,157,,,,,,,,,,,,,,,,,,,,,,,
24182,1.098220871,157,,,,,,,,,,,,,,,,,,,,,,,
24183,1.103711975,157,,,,,,,,,,,,,,,,,,,,,,,
24184,1.109230535,157,,,,,,,,,,,,,,,,,,,,,,,
24185,1.114776688,157,,,,,,,,,,,,,,,,,,,,,,,
24186,1.120350571,157,,,,,,,,,,,,,,,,,,,,,,,
24187,1.125952324,157,,,,,,,,,,,,,,,,,,,,,,,
24188,1.131582085,157,,,,,,,,,,,,,,,,,,,,,,,
24189,1.137239996,157,,,,,,,,,,,,,,,,,,,,,,,
24190,1.142926196,157,,,,,,,,,,,,,,,,,,,,,,,
24191,1.148640827,157,,,,,,,,,,,,,,,,,,,,,,,
24192,1.154384031,157,,,,,,,,,,,,,,,,,,,,,,,
24193,1.160155951,157,,,,,,,,,,,,,,,,,,,,,,,
24194,1.165956731,157,,,,,,,,,,,,,,,,,,,,,,,
24195,1.171786514,157,,,,,,,,,,,,,,,,,,,,,,,
24196,1.177645447,157,,,,,,,,,,,,,,,,,,,,,,,
24197,1.183533674,157,,,,,,,,,,,,,,,,,,,,,,,
24198,1.189451343,157,,,,,,,,,,,,,,,,,,,,,,,
24199,1.195398599,157,,,,,,,,,,,,,,,,,,,,,,,
24200,1.201375592,157,,,,,,,,,,,,,,,,,,,,,,,
24201,1.20738247,157,,,,,,,,,,,,,,,,,,,,,,,
24202,1.213419383,157,,,,,,,,,,,,,,,,,,,,,,,
24203,1.21948648,157,,,,,,,,,,,,,,,,,,,,,,,
24204,1.225583912,157,,,,,,,,,,,,,,,,,,,,,,,
24205,1.231711832,157,,,,,,,,,,,,,,,,,,,,,,,
24206,1.237870391,157,,,,,,,,,,,,,,,,,,,,,,,
24207,1.244059743,157,,,,,,,,,,,,,,,,,,,,,,,
24208,1.250280041,157,,,,,,,,,,,,,,,,,,,,,,,
24209,1.256531442,157,,,,,,,,,,,,,,,,,,,,,,,
24210,1.262814099,157,,,,,,,,,,,,,,,,,,,,,,,
24211,1.269128169,157,,,,,,,,,,,,,,,,,,,,,,,
24212,1.27547381,157,,,,,,,,,,,,,,,,,,,,,,,
24213,1.281851179,157,,,,,,,,,,,,,,,,,,,,,,,
24214,1.288260435,157,,,,,,,,,,,,,,,,,,,,,,,
24215,1.294701737,157,,,,,,,,,,,,,,,,,,,,,,,
24216,1.301175246,157,,,,,,,,,,,,,,,,,,,,,,,
24217,1.307681122,157,,,,,,,,,,,,,,,,,,,,,,,
24218,1.314219528,157,,,,,,,,,,,,,,,,,,,,,,,
24219,1.320790625,157,,,,,,,,,,,,,,,,,,,,,,,
24220,1.327394579,157,,,,,,,,,,,,,,,,,,,,,,,
24221,1.334031551,157,,,,,,,,,,,,,,,,,,,,,,,
24222,1.340701709,157,,,,,,,,,,,,,,,,,,,,,,,
24223,1.347405218,157,,,,,,,,,,,,,,,,,,,,,,,
24224,1.354142244,157,,,,,,,,,,,,,,,,,,,,,,,
24225,1.360912955,157,,,,,,,,,,,,,,,,,,,,,,,
24226,1.36771752,157,,,,,,,,,,,,,,,,,,,,,,,
24227,1.374556107,157,,,,,,,,,,,,,,,,,,,,,,,
24228,1.381428888,157,,,,,,,,,,,,,,,,,,,,,,,
24229,1.388336032,157,,,,,,,,,,,,,,,,,,,,,,,
24230,1.395277713,157,,,,,,,,,,,,,,,,,,,,,,,
24231,1.402254101,157,,,,,,,,,,,,,,,,,,,,,,,
24232,1.409265372,157,,,,,,,,,,,,,,,,,,,,,,,
24233,1.416311699,157,,,,,,,,,,,,,,,,,,,,,,,
24234,1.423393257,157,,,,,,,,,,,,,,,,,,,,,,,
24235,1.430510223,157,,,,,,,,,,,,,,,,,,,,,,,
24236,1.437662774,157,,,,,,,,,,,,,,,,,,,,,,,
24237,1.444851088,157,,,,,,,,,,,,,,,,,,,,,,,
24238,1.452075344,157,,,,,,,,,,,,,,,,,,,,,,,
24239,1.45933572,157,,,,,,,,,,,,,,,,,,,,,,,
24240,1.466632399,157,,,,,,,,,,,,,,,,,,,,,,,
24241,1.473965561,157,,,,,,,,,,,,,,,,,,,,,,,
24242,1.481335389,157,,,,,,,,,,,,,,,,,,,,,,,
24243,1.488742066,157,,,,,,,,,,,,,,,,,,,,,,,
24244,1.496185776,157,,,,,,,,,,,,,,,,,,,,,,,
24245,1.503666705,157,,,,,,,,,,,,,,,,,,,,,,,
24246,1.511185039,157,,,,,,,,,,,,,,,,,,,,,,,
24247,1.518740964,157,,,,,,,,,,,,,,,,,,,,,,,
24248,1.526334669,157,,,,,,,,,,,,,,,,,,,,,,,
24249,1.533966342,157,,,,,,,,,,,,,,,,,,,,,,,
24250,1.541636174,157,,,,,,,,,,,,,,,,,,,,,,,
24251,1.549344354,157,,,,,,,,,,,,,,,,,,,,,,,
24252,1.557091076,157,,,,,,,,,,,,,,,,,,,,,,,
24253,1.564876532,157,,,,,,,,,,,,,,,,,,,,,,,
24254,1.572700914,157,,,,,,,,,,,,,,,,,,,,,,,
24255,1.580564419,157,,,,,,,,,,,,,,,,,,,,,,,
24256,1.588467241,157,,,,,,,,,,,,,,,,,,,,,,,
24257,1.596409577,157,,,,,,,,,,,,,,,,,,,,,,,
24258,1.604391625,157,,,,,,,,,,,,,,,,,,,,,,,
24259,1.612413583,157,,,,,,,,,,,,,,,,,,,,,,,
24260,1.620475651,157,,,,,,,,,,,,,,,,,,,,,,,
24261,1.628578029,157,,,,,,,,,,,,,,,,,,,,,,,
24262,1.636720919,157,,,,,,,,,,,,,,,,,,,,,,,
24263,1.644904524,157,,,,,,,,,,,,,,,,,,,,,,,
24264,1.653129047,157,,,,,,,,,,,,,,,,,,,,,,,
24265,1.661394692,157,,,,,,,,,,,,,,,,,,,,,,,
24266,1.669701665,157,,,,,,,,,,,,,,,,,,,,,,,
24267,1.678050174,157,,,,,,,,,,,,,,,,,,,,,,,
24268,1.686440425,157,,,,,,,,,,,,,,,,,,,,,,,
24269,1.694872627,157,,,,,,,,,,,,,,,,,,,,,,,
24270,1.70334699,157,,,,,,,,,,,,,,,,,,,,,,,
24271,1.711863725,157,,,,,,,,,,,,,,,,,,,,,,,
24272,1.720423043,157,,,,,,,,,,,,,,,,,,,,,,,
24273,1.729025159,157,,,,,,,,,,,,,,,,,,,,,,,
24274,1.737670284,157,,,,,,,,,,,,,,,,,,,,,,,
24275,1.746358636,157,,,,,,,,,,,,,,,,,,,,,,,
24276,1.755090429,157,,,,,,,,,,,,,,,,,,,,,,,
24277,1.763865881,157,,,,,,,,,,,,,,,,,,,,,,,
24278,1.772685211,157,,,,,,,,,,,,,,,,,,,,,,,
24279,1.781548637,157,,,,,,,,,,,,,,,,,,,,,,,
24280,1.79045638,157,,,,,,,,,,,,,,,,,,,,,,,
24281,1.799408662,157,,,,,,,,,,,,,,,,,,,,,,,
24282,1.808405705,157,,,,,,,,,,,,,,,,,,,,,,,
24283,1.817447734,157,,,,,,,,,,,,,,,,,,,,,,,
24284,1.826534972,157,,,,,,,,,,,,,,,,,,,,,,,
24285,1.835667647,157,,,,,,,,,,,,,,,,,,,,,,,
24286,1.844845985,157,,,,,,,,,,,,,,,,,,,,,,,
24287,1.854070215,157,,,,,,,,,,,,,,,,,,,,,,,
24288,1.863340566,157,,,,,,,,,,,,,,,,,,,,,,,
24289,1.872657269,157,,,,,,,,,,,,,,,,,,,,,,,
24290,1.882020555,157,,,,,,,,,,,,,,,,,,,,,,,
24291,1.891430658,157,,,,,,,,,,,,,,,,,,,,,,,
24292,1.900887812,157,,,,,,,,,,,,,,,,,,,,,,,
24293,1.910392251,157,,,,,,,,,,,,,,,,,,,,,,,
24294,1.919944212,157,,,,,,,,,,,,,,,,,,,,,,,
24295,1.929543933,157,,,,,,,,,,,,,,,,,,,,,,,
24296,1.939191653,157,,,,,,,,,,,,,,,,,,,,,,,
24297,1.948887611,157,,,,,,,,,,,,,,,,,,,,,,,
24298,1.958632049,157,,,,,,,,,,,,,,,,,,,,,,,
24299,1.968425209,157,,,,,,,,,,,,,,,,,,,,,,,
24300,1.978267335,157,,,,,,,,,,,,,,,,,,,,,,,
24301,1.988158672,157,,,,,,,,,,,,,,,,,,,,,,,
24302,1.998099465,157,,,,,,,,,,,,,,,,,,,,,,,
24303,2.008089963,157,,,,,,,,,,,,,,,,,,,,,,,
24304,2.018130412,157,,,,,,,,,,,,,,,,,,,,,,,
24305,2.028221064,157,,,,,,,,,,,,,,,,,,,,,,,
24306,2.03836217,157,,,,,,,,,,,,,,,,,,,,,,,
24307,2.048553981,157,,,,,,,,,,,,,,,,,,,,,,,
24308,2.05879675,157,,,,,,,,,,,,,,,,,,,,,,,
24309,2.069090734,157,,,,,,,,,,,,,,,,,,,,,,,
24310,2.079436188,157,,,,,,,,,,,,,,,,,,,,,,,
24311,2.089833369,157,,,,,,,,,,,,,,,,,,,,,,,
24312,2.100282536,157,,,,,,,,,,,,,,,,,,,,,,,
24313,2.110783948,157,,,,,,,,,,,,,,,,,,,,,,,
24314,2.121337868,157,,,,,,,,,,,,,,,,,,,,,,,
24315,2.131944557,157,,,,,,,,,,,,,,,,,,,,,,,
24316,2.14260428,157,,,,,,,,,,,,,,,,,,,,,,,
24317,2.153317302,157,,,,,,,,,,,,,,,,,,,,,,,
24318,2.164083888,157,,,,,,,,,,,,,,,,,,,,,,,
24319,2.174904308,157,,,,,,,,,,,,,,,,,,,,,,,
24320,2.185778829,157,,,,,,,,,,,,,,,,,,,,,,,
24321,2.196707723,157,,,,,,,,,,,,,,,,,,,,,,,
24322,2.207691262,157,,,,,,,,,,,,,,,,,,,,,,,
24323,2.218729718,157,,,,,,,,,,,,,,,,,,,,,,,
24324,2.229823367,157,,,,,,,,,,,,,,,,,,,,,,,
24325,2.240972484,157,,,,,,,,,,,,,,,,,,,,,,,
24326,2.252177346,157,,,,,,,,,,,,,,,,,,,,,,,
24327,2.263438233,157,,,,,,,,,,,,,,,,,,,,,,,
24328,2.274755424,157,,,,,,,,,,,,,,,,,,,,,,,
24329,2.286129201,157,,,,,,,,,,,,,,,,,,,,,,,
24330,2.297559847,157,,,,,,,,,,,,,,,,,,,,,,,
24331,2.309047646,157,,,,,,,,,,,,,,,,,,,,,,,
24332,2.320592885,157,,,,,,,,,,,,,,,,,,,,,,,
24333,2.332195849,157,,,,,,,,,,,,,,,,,,,,,,,
24334,2.343856828,157,,,,,,,,,,,,,,,,,,,,,,,
24335,2.355576112,157,,,,,,,,,,,,,,,,,,,,,,,
24336,2.367353993,157,,,,,,,,,,,,,,,,,,,,,,,
24337,2.379190763,157,,,,,,,,,,,,,,,,,,,,,,,
24338,2.391086717,157,,,,,,,,,,,,,,,,,,,,,,,
24339,2.40304215,157,,,,,,,,,,,,,,,,,,,,,,,
24340,2.415057361,157,,,,,,,,,,,,,,,,,,,,,,,
24341,2.427132648,157,,,,,,,,,,,,,,,,,,,,,,,
24342,2.439268311,157,,,,,,,,,,,,,,,,,,,,,,,
24343,2.451464653,157,,,,,,,,,,,,,,,,,,,,,,,
24344,2.463721976,157,,,,,,,,,,,,,,,,,,,,,,,
24345,2.476040586,157,,,,,,,,,,,,,,,,,,,,,,,
24346,2.488420789,157,,,,,,,,,,,,,,,,,,,,,,,
24347,2.500862893,157,,,,,,,,,,,,,,,,,,,,,,,
24348,2.513367207,157,,,,,,,,,,,,,,,,,,,,,,,
24349,2.525934043,157,,,,,,,,,,,,,,,,,,,,,,,
24350,2.538563713,157,,,,,,,,,,,,,,,,,,,,,,,
24351,2.551256532,157,,,,,,,,,,,,,,,,,,,,,,,
24352,2.564012815,157,,,,,,,,,,,,,,,,,,,,,,,
24353,2.576832879,157,,,,,,,,,,,,,,,,,,,,,,,
24354,2.589717043,157,,,,,,,,,,,,,,,,,,,,,,,
24355,2.602665628,157,,,,,,,,,,,,,,,,,,,,,,,
24356,2.615678956,157,,,,,,,,,,,,,,,,,,,,,,,
24357,2.628757351,157,,,,,,,,,,,,,,,,,,,,,,,
24358,2.641901138,157,,,,,,,,,,,,,,,,,,,,,,,
24359,2.655110644,157,,,,,,,,,,,,,,,,,,,,,,,
24360,2.668386197,157,,,,,,,,,,,,,,,,,,,,,,,
24361,2.681728128,157,,,,,,,,,,,,,,,,,,,,,,,
24362,2.695136768,157,,,,,,,,,,,,,,,,,,,,,,,
24363,2.708612452,157,,,,,,,,,,,,,,,,,,,,,,,
24364,2.722155515,157,,,,,,,,,,,,,,,,,,,,,,,
24365,2.735766292,157,,,,,,,,,,,,,,,,,,,,,,,
24366,2.749445124,157,,,,,,,,,,,,,,,,,,,,,,,
24367,2.763192349,157,,,,,,,,,,,,,,,,,,,,,,,
24368,2.777008311,157,,,,,,,,,,,,,,,,,,,,,,,
24369,2.790893353,157,,,,,,,,,,,,,,,,,,,,,,,
24370,2.804847819,157,,,,,,,,,,,,,,,,,,,,,,,
24371,2.818872058,157,,,,,,,,,,,,,,,,,,,,,,,
24372,2.832966419,157,,,,,,,,,,,,,,,,,,,,,,,
24373,2.847131251,157,,,,,,,,,,,,,,,,,,,,,,,
24374,2.861366907,157,,,,,,,,,,,,,,,,,,,,,,,
24375,2.875673742,157,,,,,,,,,,,,,,,,,,,,,,,
24376,2.89005211,157,,,,,,,,,,,,,,,,,,,,,,,
24377,2.904502371,157,,,,,,,,,,,,,,,,,,,,,,,
24378,2.919024883,157,,,,,,,,,,,,,,,,,,,,,,,
24379,2.933620007,157,,,,,,,,,,,,,,,,,,,,,,,
24380,2.948288107,157,,,,,,,,,,,,,,,,,,,,,,,
